Frequency [ppm],Intensity [abs],Width [Hz],Lineshape Parameter,Lineshape,Area [abs*Hz]
-74.60804365802439,2.2904965986121428E8,5.598274218472021,0.7796001393669559,PVOIGT,3.0160879776096773E9
-72.03312529648066,2.5726443323068622E8,113.04167838705425,0.9974875006296793,PVOIGT,6.198680765973565E10
