T,best_kex,mean_kex,median_kex,CI16,CI84,CI2.5,CI97.5,best_SAB,best_SBA
288,25.160576275479112,25.2962711046325,25.11834853271922,22.319234010696317,28.329588159319368,19.75688243863115,31.726642459946888,0.7937377143309086,0.8895697646787198
298,47.76112901448743,48.40276409209753,48.0719456644908,42.29937736133199,54.141313457108936,37.16535426329777,60.660279652703956,0.8156794103129016,0.9991495947984319
308,128.57163403653715,130.27100129385988,129.9996406695136,120.10473644460649,140.5446978359944,111.78176609987156,150.68014302597564,0.7023379080444542,1.122072889955955
