 1505.656212 -6.043672e+06
 1505.474556 -5.704456e+06
 1505.292900 -5.360664e+06
 1505.111244 -5.013800e+06
 1504.929588 -4.665696e+06
 1504.747932 -4.318456e+06
 1504.566276 -3.974360e+06
 1504.384620 -3.635856e+06
 1504.202964 -3.305520e+06
 1504.021308 -2.985928e+06
 1503.839652 -2.679720e+06
 1503.657996 -2.389464e+06
 1503.476340 -2.117608e+06
 1503.294684 -1.866488e+06
 1503.113028 -1.638312e+06
 1502.931372 -1.435032e+06
 1502.749716 -1.258400e+06
 1502.568059 -1.109896e+06
 1502.386403 -9.907120e+05
 1502.204747 -9.016960e+05
 1502.023091 -8.433840e+05
 1501.841435 -8.158880e+05
 1501.659779 -8.189680e+05
 1501.478123 -8.519600e+05
 1501.296467 -9.137680e+05
 1501.114811 -1.002944e+06
 1500.933155 -1.117616e+06
 1500.751499 -1.255592e+06
 1500.569843 -1.414384e+06
 1500.388187 -1.591272e+06
 1500.206531 -1.783376e+06
 1500.024875 -1.987744e+06
 1499.843219 -2.201408e+06
 1499.661563 -2.421448e+06
 1499.479907 -2.645128e+06
 1499.298250 -2.869904e+06
 1499.116594 -3.093496e+06
 1498.934938 -3.313912e+06
 1498.753282 -3.529488e+06
 1498.571626 -3.738936e+06
 1498.389970 -3.941272e+06
 1498.208314 -4.135856e+06
 1498.026658 -4.322336e+06
 1497.845002 -4.500664e+06
 1497.663346 -4.671032e+06
 1497.481690 -4.833832e+06
 1497.300034 -4.989696e+06
 1497.118378 -5.139296e+06
 1496.936722 -5.283520e+06
 1496.755066 -5.423272e+06
 1496.573410 -5.559528e+06
 1496.391754 -5.693256e+06
 1496.210098 -5.825424e+06
 1496.028441 -5.956952e+06
 1495.846785 -6.088672e+06
 1495.665129 -6.221320e+06
 1495.483473 -6.355512e+06
 1495.301817 -6.491680e+06
 1495.120161 -6.630160e+06
 1494.938505 -6.771040e+06
 1494.756849 -6.914304e+06
 1494.575193 -7.059704e+06
 1494.393537 -7.206848e+06
 1494.211881 -7.355184e+06
 1494.030225 -7.504048e+06
 1493.848569 -7.652656e+06
 1493.666913 -7.800112e+06
 1493.485257 -7.945512e+06
 1493.303601 -8.087856e+06
 1493.121945 -8.226200e+06
 1492.940289 -8.359576e+06
 1492.758632 -8.487048e+06
 1492.576976 -8.607792e+06
 1492.395320 -8.721016e+06
 1492.213664 -8.826080e+06
 1492.032008 -8.922464e+06
 1491.850352 -9.009736e+06
 1491.668696 -9.087712e+06
 1491.487040 -9.156304e+06
 1491.305384 -9.215608e+06
 1491.123728 -9.265960e+06
 1490.942072 -9.307808e+06
 1490.760416 -9.341856e+06
 1490.578760 -9.368896e+06
 1490.397104 -9.389960e+06
 1490.215448 -9.406104e+06
 1490.033792 -9.418608e+06
 1489.852136 -9.428768e+06
 1489.670480 -9.437944e+06
 1489.488823 -9.447480e+06
 1489.307167 -9.458712e+06
 1489.125511 -9.472928e+06
 1488.943855 -9.491264e+06
 1488.762199 -9.514728e+06
 1488.580543 -9.544176e+06
 1488.398887 -9.580208e+06
 1488.217231 -9.623176e+06
 1488.035575 -9.673192e+06
 1487.853919 -9.730056e+06
 1487.672263 -9.793312e+06
 1487.490607 -9.862232e+06
 1487.308951 -9.935800e+06
 1487.127295 -1.001284e+07
 1486.945639 -1.009193e+07
 1486.763983 -1.017158e+07
 1486.582327 -1.025023e+07
 1486.400671 -1.032635e+07
 1486.219015 -1.039843e+07
 1486.037358 -1.046508e+07
 1485.855702 -1.052508e+07
 1485.674046 -1.057742e+07
 1485.492390 -1.062131e+07
 1485.310734 -1.065612e+07
 1485.129078 -1.068150e+07
 1484.947422 -1.069725e+07
 1484.765766 -1.070334e+07
 1484.584110 -1.069990e+07
 1484.402454 -1.068709e+07
 1484.220798 -1.066522e+07
 1484.039142 -1.063456e+07
 1483.857486 -1.059546e+07
 1483.675830 -1.054826e+07
 1483.494174 -1.049334e+07
 1483.312518 -1.043110e+07
 1483.130862 -1.036197e+07
 1482.949206 -1.028650e+07
 1482.767549 -1.020532e+07
 1482.585893 -1.011916e+07
 1482.404237 -1.002890e+07
 1482.222581 -9.935648e+06
 1482.040925 -9.840536e+06
 1481.859269 -9.744984e+06
 1481.677613 -9.650456e+06
 1481.495957 -9.558608e+06
 1481.314301 -9.471120e+06
 1481.132645 -9.389760e+06
 1480.950989 -9.316248e+06
 1480.769333 -9.252288e+06
 1480.587677 -9.199440e+06
 1480.406021 -9.159128e+06
 1480.224365 -9.132552e+06
 1480.042709 -9.120680e+06
 1479.861053 -9.124224e+06
 1479.679397 -9.143512e+06
 1479.497740 -9.178648e+06
 1479.316084 -9.229384e+06
 1479.134428 -9.295192e+06
 1478.952772 -9.375200e+06
 1478.771116 -9.468376e+06
 1478.589460 -9.573360e+06
 1478.407804 -9.688688e+06
 1478.226148 -9.812744e+06
 1478.044492 -9.943800e+06
 1477.862836 -1.008010e+07
 1477.681180 -1.021990e+07
 1477.499524 -1.036150e+07
 1477.317868 -1.050331e+07
 1477.136212 -1.064388e+07
 1476.954556 -1.078189e+07
 1476.772900 -1.091627e+07
 1476.591244 -1.104615e+07
 1476.409588 -1.117093e+07
 1476.227931 -1.129018e+07
 1476.046275 -1.140382e+07
 1475.864619 -1.151187e+07
 1475.682963 -1.161470e+07
 1475.501307 -1.171274e+07
 1475.319651 -1.180670e+07
 1475.137995 -1.189734e+07
 1474.956339 -1.198556e+07
 1474.774683 -1.207230e+07
 1474.593027 -1.215860e+07
 1474.411371 -1.224546e+07
 1474.229715 -1.233382e+07
 1474.048059 -1.242469e+07
 1473.866403 -1.251888e+07
 1473.684747 -1.261721e+07
 1473.503091 -1.272026e+07
 1473.321435 -1.282857e+07
 1473.139779 -1.294240e+07
 1472.958122 -1.306191e+07
 1472.776466 -1.318696e+07
 1472.594810 -1.331725e+07
 1472.413154 -1.345214e+07
 1472.231498 -1.359089e+07
 1472.049842 -1.373234e+07
 1471.868186 -1.387518e+07
 1471.686530 -1.401785e+07
 1471.504874 -1.415855e+07
 1471.323218 -1.429529e+07
 1471.141562 -1.442589e+07
 1470.959906 -1.454809e+07
 1470.778250 -1.465944e+07
 1470.596594 -1.475754e+07
 1470.414938 -1.483988e+07
 1470.233282 -1.490410e+07
 1470.051626 -1.494784e+07
 1469.869970 -1.496898e+07
 1469.688313 -1.496550e+07
 1469.506657 -1.493573e+07
 1469.325001 -1.487823e+07
 1469.143345 -1.479191e+07
 1468.961689 -1.467602e+07
 1468.780033 -1.453014e+07
 1468.598377 -1.435431e+07
 1468.416721 -1.414881e+07
 1468.235065 -1.391433e+07
 1468.053409 -1.365179e+07
 1467.871753 -1.336245e+07
 1467.690097 -1.304769e+07
 1467.508441 -1.270914e+07
 1467.326785 -1.234854e+07
 1467.145129 -1.196770e+07
 1466.963473 -1.156850e+07
 1466.781817 -1.115283e+07
 1466.600161 -1.072266e+07
 1466.418505 -1.027990e+07
 1466.236848 -9.826568e+06
 1466.055192 -9.364608e+06
 1465.873536 -8.896056e+06
