DG298,DHdd,DSdd_cal,RSS,k298,LWA0_600,LWB0_600,LWA0_800,LWB0_800,kex_285K,pB_285K,kex_288K,pB_288K,kex_291K,pB_291K,kex_293K,pB_293K,kex_296K,pB_296K,kex_298K,pB_298K,kex_303K,pB_303K,kex_308K,pB_308K,kex_313K,pB_313K,kex_315K,pB_315K
14.5,9.667109536163782,-16.217753234349725,998.8656982902854,144.25619647979633,50.30140782786008,57.24345800847515,101.30283735998195,104.93472058761387,65.52060890940344,0.33544238865178594,79.09410601318638,0.34182701831408635,95.11982804541961,0.3481360786666151,107.35022061905075,0.352299594097989,128.32380791616342,0.3584803915548339,144.25619647979633,0.36255760005408805,192.02196035443438,0.37259764284448854,253.3090266165338,0.3824175266697135,331.2986136253123,0.3920161185028108,367.9950393767734,0.3957935208727366
14.51,9.68209583546306,-16.201020686365567,952.6650171700184,141.84066111782334,50.370456491714975,56.98631052315041,101.50603220589544,105.03522430541624,64.34915839181436,0.33544238865178594,77.70138768848366,0.34182701831408635,93.47015194862557,0.3481360786666151,105.50709340946375,0.352299594097989,126.15348361624824,0.3584803915548339,141.84066111782334,0.36255760005408805,188.88546119773764,0.37259764284448854,249.27215695460708,0.3824175266697135,326.1464019207492,0.3920161185028108,362.32756442358107,0.3957935208727366
14.52,9.698614978267154,-16.17914436823103,908.4264757362529,139.4655733153133,50.45448966419072,56.77992745515537,101.71352431324132,105.15242388258494,63.19119099374364,0.33544238865178594,76.32633261521906,0.34182701831408635,91.84336760964032,0.3481360786666151,103.69103111221402,0.352299594097989,124.01769671299733,0.3584803915548339,139.4655733153133,0.36255760005408805,185.80813017989627,0.37259764284448854,245.3202369575625,0.3824175266697135,321.11414586154444,0.3920161185028108,356.7972128365509,0.3957935208727366
14.53,9.716617706305735,-16.152289576155248,866.081310245789,137.13025578759735,50.551925115023955,56.61893913321056,101.92472658803976,105.28472893221797,62.0469704671514,0.33544238865178594,74.96908971037128,0.34182701831408635,90.23945798679208,0.3481360786666151,101.90187156381675,0.352299594097989,121.91600508071272,0.3584803915548339,137.13025578759735,0.36255760005408805,182.78849168162208,0.37259764284448854,241.45060876809808,0.3824175266697135,316.197495233081,0.3920161185028108,351.39878075698175,0.3957935208727366
14.54,9.736082013528227,-16.12053015594554,825.5626598625988,134.83404259097577,50.6613276794564,56.4986045582682,102.13908203845276,105.43067015651322,60.91661027930401,0.33544238865178594,73.62967125907386,0.34182701831408635,88.65829448049293,0.3481360786666151,100.13936572418588,0.352299594097989,119.84793155788256,0.3584803915548339,134.83404259097577,0.36255760005408805,179.82525020310584,0.37259764284448854,237.66106302264598,0.3824175266697135,311.39295380412756,0.3920161185028108,346.12812921092177,0.3957935208727366
14.549999999999999,9.756980753260999,-16.083957203822145,786.8055632348803,132.57627893281807,50.781416640546766,56.41474828082005,102.35608940940547,105.58891457239605,59.800235147286415,0.33544238865178594,72.3081014086959,0.34182701831408635,87.09976067973392,0.3481360786666151,98.40327674489542,0.352299594097989,117.81301075864982,0.3584803915548339,132.57627893281807,0.36255760005408805,176.91711822356476,0.37259764284448854,233.94939203975676,0.3824175266697135,306.6970163392071,0.3920161185028108,340.9811043750076,0.3957935208727366
14.559999999999999,9.77929405276251,-16.042637406837212,749.7469465385757,130.3563209848358,50.91103593056069,56.36366672357004,102.57528686655463,105.75824183937226,58.69792304769596,0.33544238865178594,71.00436283242296,0.34182701831408635,85.56370786686195,0.3481360786666151,96.69334429404134,0.352299594097989,115.81077207959711,0.3584803915548339,130.3563209848358,0.36255760005408805,174.0628775144667,0.37259764284448854,230.31354940073007,0.3824175266697135,302.10647711384854,0.3920161185028108,335.95392367273956,0.3957935208727366
14.569999999999999,9.803008215888486,-15.996616725206417,714.3256050263805,128.17353569949378,51.04913970882213,56.34206542003001,102.79624668850985,105.93752840602413,57.60971351464437,0.33544238865178594,69.71840432270919,0.34182701831408635,84.04996130003933,0.3481360786666151,95.00928954258109,0.352299594097989,113.84074195827458,0.3584803915548339,128.17353569949378,0.36255760005408805,171.26137007116563,0.37259764284448854,226.75162677881116,0.3824175266697135,297.61838549604136,0.3920161185028108,331.04312032968465,0.3957935208727366
14.579999999999998,9.828111172222773,-15.945935663681965,680.4821792011535,126.02730062948349,51.19478016396157,56.347000608057364,103.01857871096826,106.12574755819473,56.53563031543392,0.33544238865178594,68.45016164014324,0.34182701831408635,82.55833757540788,0.3481360786666151,93.35082904057617,0.352299594097989,111.90245035397902,0.3584803915548339,126.02730062948349,0.36255760005408805,168.51147352085292,0.37259764284448854,223.26179027937317,0.3824175266697135,293.229923001099,0.3920161185028108,326.2453895244604,0.3957935208727366
14.589999999999998,9.854594717288272,-15.890621754066196,648.1591266121786,123.91700375022889,51.347100958491296,56.375847754398066,103.24192350903776,106.32195535285864,55.475672778020545,0.33544238865178594,67.19954950397359,0.34182701831408635,81.08863790364437,0.3481360786666151,91.71766928805775,0.352299594097989,109.99542807712365,0.3584803915548339,123.91700375022889,0.36255760005408805,165.81211011859608,0.37259764284448854,219.84230418542344,0.3824175266697135,288.93844951366486,0.3920161185028108,321.557646359247,0.3957935208727366
